Latitude,Longitude,MedInc,cluster
34.2,-118.44,2.9360000000000004,5
38.1,-122.26,1.3007,3
34.04,-118.36,2.0538,5
36.1,-119.57,2.0595,0
34.09,-118.32,2.5556,5
38.51,-121.49,3.1768,3
34.03,-118.22,1.8125,5
38.13,-122.26,1.6368,3
36.92,-121.76,2.6434,3
34.04,-117.84,6.9754,1
33.75,-118.11,5.0926,1
38.57,-121.5,3.358,3
33.99,-118.4,5.9632,1
33.68,-117.95,5.0287,1
38.46,-123.07,2.3611,3
33.76,-118.02,4.25,1
32.84,-116.92,4.6674,1
37.8,-122.24,2.1944,3
37.31,-121.78,6.4664,4
37.48,-122.2,3.4427,3
33.82,-118.39,4.5817,1
37.69,-122.14,2.9958,3
34.05,-118.1,2.9130000000000003,5
37.28,-122.0,5.4103,4
37.81,-122.22,4.072,3
37.39,-122.0,5.791,4
33.84,-118.1,5.1836,1
34.28,-118.39,4.4818,1
40.19,-122.24,3.7,3
33.99,-118.4,5.4663,1
35.25,-120.68,2.2868,0
34.15,-117.99,3.1304,5
37.74,-121.42,2.825,3
37.73,-122.48,5.2598,4
33.96,-118.0,9.1541,2
33.79,-118.11,5.587000000000001,1
37.76,-122.42,1.3365,3
32.87,-117.21,4.1429,1
34.09,-118.34,2.3568,5
39.09,-121.07,2.8864,3
33.82,-118.36,3.3565,5
37.95,-121.26,2.1583,3
40.16,-123.82,1.2227,3
37.33,-122.02,7.3693,4
33.68,-117.93,5.069,1
32.63,-117.17,3.5357,5
34.17,-118.37,2.4107,5
34.15,-118.05,8.2004,2
33.8,-118.35,4.875,1
37.91,-121.6,5.1017,4
36.88,-121.96,4.7468,4
33.76,-118.13,4.5469,1
37.31,-121.91,4.7287,4
34.1,-117.3,1.775,5
37.83,-122.25,2.4234,3
37.73,-122.49,3.9219,3
33.91,-118.17,3.1087,5
33.93,-117.49,3.9522,5
38.55,-121.47,1.1458,3
39.79,-121.59,1.625,3
38.48,-122.66,3.267,3
33.91,-117.9,3.5403,5
36.97,-119.85,4.475,0
33.81,-118.37,6.9296,1
35.4,-120.86,2.7043,0
38.02,-121.33,4.3008,4
32.82,-117.08,7.1298,1
34.21,-118.44,2.875,5
33.95,-118.3,2.2031,5
39.21,-122.01,2.4559,3
34.21,-118.37,3.1563,5
33.66,-118.0,4.2289,1
34.45,-119.82,6.7247,1
37.6,-120.87,2.6619,3
37.45,-122.17,5.1995,4
32.78,-117.17,2.2768,5
36.18,-120.43,2.1458,0
33.89,-118.2,2.7212,5
37.3,-121.96,4.0403,4
33.08,-117.08,4.9844,1
37.32,-121.96,3.73,3
37.61,-122.08,3.7931,3
34.64,-120.45,3.8512,0
37.87,-122.13,10.3713,2
33.98,-117.37,1.1194,5
35.62,-119.69,2.1186,0
37.78,-122.44,2.151,3
33.75,-117.99,3.3125,5
34.95,-120.45,2.375,0
34.28,-119.27,4.125,1
32.76,-117.11,1.9799,5
34.06,-118.42,6.1527,1
33.85,-117.9,4.325,1
33.87,-117.86,5.1784,1
37.76,-122.42,1.65,3
37.22,-121.78,5.0958,4
32.61,-117.05,3.2633,5
37.34,-121.9,2.619,3
33.83,-117.76,6.4415,1
37.35,-121.9,3.25,3
38.81,-120.84,3.1635,3
34.35,-119.32,2.475,5
37.31,-121.9,5.8186,4
33.87,-117.96,3.7222,5
37.25,-121.81,2.0288,3
39.82,-120.74,3.9583,3
32.66,-117.06,3.5066,5
33.82,-118.02,3.7885,5
34.18,-118.44,2.2461,5
34.22,-118.58,5.6345,1
33.96,-118.1,4.1711,1
38.35,-122.72,2.4117,3
32.85,-117.0,5.282,1
33.88,-118.37,4.4828,1
37.79,-122.43,5.0049,4
33.19,-117.37,1.9562,5
33.51,-117.67,3.4792,5
34.23,-118.46,2.7121,5
34.44,-117.31,3.6007,5
38.04,-121.9,1.2024,3
34.13,-117.27,2.9628,5
33.88,-117.87,3.3036,5
38.58,-121.35,8.6572,4
38.62,-122.86,2.7432,3
37.79,-122.24,2.3173,3
38.52,-121.45,2.5592,3
33.91,-118.26,2.8859,5
34.13,-118.24,4.0272,1
37.35,-122.04,7.4729,4
37.78,-122.4,2.5742,3
32.77,-117.03,2.3393,5
34.01,-118.31,1.7386,5
37.89,-122.29,5.1675,4
33.6,-117.89,7.8164,1
34.14,-118.11,4.1324,1
37.8,-122.22,4.5428,4
35.75,-119.25,1.517,0
32.75,-117.12,1.64,5
37.8,-122.27,1.8477,3
33.69,-116.25,2.7667,5
34.03,-118.12,5.6112,1
34.11,-118.11,6.7099,1
32.7,-117.1,3.6042,5
32.58,-117.12,3.0613,5
38.67,-121.31,4.8224,4
33.92,-117.53,6.1561,1
34.41,-119.73,4.4375,1
37.94,-122.01,6.3809,4
34.28,-118.67,5.6949,1
34.04,-118.42,6.626,1
40.18,-122.21,2.1898,3
34.02,-118.26,2.1667,5
38.51,-121.06,6.8869,4
33.89,-118.4,6.6321,1
33.81,-118.12,4.2143,1
37.16,-121.98,5.3468,4
38.45,-122.69,3.9191,3
34.16,-118.41,6.3703,1
38.57,-121.33,2.3684,3
33.73,-117.99,3.8365,5
33.16,-117.35,3.975,5
34.06,-117.12,1.3906,5
33.78,-118.4,8.5421,2
34.01,-118.25,1.2857,5
38.66,-121.07,4.6394,4
39.33,-120.2,3.7841,3
34.03,-117.19,4.6806,1
37.52,-120.89,2.5402,3
37.47,-122.24,3.929,3
32.56,-117.09,4.8984,1
38.75,-120.63,2.7201,3
33.49,-117.65,4.3603,1
33.08,-117.29,5.7787,1
37.89,-122.2,7.3195,4
34.18,-118.15,2.2328,5
37.66,-120.97,3.1286,3
37.67,-120.96,4.2969,4
36.76,-121.34,4.1528,4
33.66,-116.17,1.9306,5
39.05,-122.86,2.5326,3
33.96,-117.37,7.2519,1
39.04,-121.06,4.2802,3
37.96,-122.04,2.2411,3
32.72,-117.03,3.0588,5
37.72,-122.43,3.0107,3
37.93,-122.01,7.5898,4
34.19,-118.33,3.138,5
33.97,-118.2,2.754,5
33.8,-117.86,2.8235,5
36.81,-121.36,5.0871,4
34.12,-117.17,6.2178,1
37.76,-122.51,2.8448,3
38.27,-121.26,4.4125,4
38.0,-121.88,5.3098,4
33.86,-118.16,2.5068,5
33.96,-118.27,0.5495,5
35.17,-120.43,3.851,0
32.75,-117.13,2.693,5
32.96,-115.56,3.8177,5
38.0,-122.33,2.9781,3
34.15,-116.39,1.9779,5
34.13,-116.35,1.5491,5
37.71,-122.48,3.5296,3
36.32,-119.29,1.1419,0
37.57,-120.88,3.9821,3
34.17,-118.34,4.875,1
37.4,-122.12,7.0245,4
34.18,-118.44,4.375,1
33.75,-118.12,3.9934,5
34.14,-118.4,5.1377,1
33.73,-116.93,4.0433,5
37.76,-122.39,3.7051,3
36.02,-119.01,2.375,0
32.81,-115.58,3.6597,5
33.83,-117.2,3.6618,5
37.75,-122.2,1.5809,3
37.32,-120.45,3.6471,0
34.15,-117.66,8.0103,1
32.78,-117.11,3.6528,5
34.11,-118.08,5.5924,1
35.27,-120.66,3.7337,0
33.94,-118.1,3.1607,5
35.41,-119.03,2.0331,0
33.92,-117.92,5.1952,1
37.72,-121.93,4.9107,4
34.02,-118.47,2.3382,5
33.7,-117.96,5.3428,1
34.03,-118.19,1.9719,5
39.23,-121.18,3.7125,3
37.84,-122.28,1.9274,3
34.11,-117.24,2.2109,5
37.89,-122.18,8.1489,4
34.08,-117.99,2.8906,5
33.75,-118.12,7.3672,1
33.96,-118.38,4.6923,1
38.29,-122.28,1.9875,3
32.91,-117.12,2.8728,5
34.08,-118.13,2.5787,5
34.09,-118.18,2.6226,5
37.79,-121.2,2.4798,3
38.09,-122.11,2.3929,3
37.62,-122.4,4.0238,3
33.85,-118.01,3.8864,5
33.92,-117.95,4.3426,1
33.9,-117.19,4.189,1
38.76,-120.6,3.0217,3
37.34,-121.96,5.3873,4
37.84,-121.96,7.5139,4
36.71,-119.74,2.1905,0
33.7,-117.77,3.7147,5
33.84,-117.79,8.3931,2
32.57,-117.12,4.8274,1
33.94,-118.33,1.9309,5
34.01,-118.28,1.7143,5
34.06,-117.98,4.0274,5
33.13,-117.03,4.7022,1
37.65,-122.46,4.8096,4
33.79,-118.18,2.0186,5
35.37,-119.01,1.2469,0
33.79,-118.19,1.8109,5
36.61,-121.84,1.875,3
36.1,-118.93,2.3792,0
39.1,-121.48,2.5952,3
32.83,-117.21,4.1806,1
33.89,-118.36,3.375,5
38.58,-122.57,1.9925,3
34.18,-118.94,5.5181,1
37.9,-122.14,10.3224,2
36.83,-119.85,4.8036,4
33.93,-118.2,2.1715,5
37.69,-122.03,6.5,4
32.81,-117.21,5.2837,1
37.87,-121.27,2.9531,3
33.76,-117.96,4.2813,1
34.21,-118.38,3.8,5
33.93,-118.01,3.275,5
34.17,-118.58,6.2064,1
33.63,-117.91,3.5388,5
37.99,-121.79,5.6506,4
33.06,-117.28,4.0118,5
37.66,-122.1,3.7303,3
34.41,-118.4,10.0285,2
34.08,-118.3,2.3846,5
39.17,-120.18,3.6563,3
38.14,-121.28,4.119,3
33.63,-117.91,2.7264,5
33.52,-117.69,3.4455,5
32.64,-117.04,4.0298,5
37.83,-122.26,3.48,3
34.23,-118.41,4.5909,1
37.95,-121.96,3.6133,3
33.91,-118.21,2.6429,5
32.71,-117.1,1.7075,5
39.78,-120.57,2.1216,3
34.03,-118.53,7.0318,1
35.37,-118.99,1.7292,0
34.02,-118.36,3.8643,5
36.95,-122.01,2.0547,3
33.7,-117.88,3.8029,5
32.56,-117.1,3.75,5
34.43,-119.71,2.1974,0
34.03,-117.92,3.975,5
33.99,-118.08,3.6196,5
39.76,-121.83,3.1142,3
33.68,-117.8,4.4391,1
37.71,-120.98,2.4211,3
33.81,-117.98,2.582,5
33.77,-118.02,5.2077,1
32.62,-117.04,4.9962,1
37.53,-122.3,4.5116,4
33.85,-117.77,7.3681,1
32.74,-117.04,3.6848,5
35.43,-119.02,3.1736,0
32.83,-116.95,3.3081,5
32.78,-117.07,1.6815,5
32.8,-117.23,3.225,5
37.77,-122.18,2.8125,3
33.14,-117.07,4.7426,1
34.09,-117.78,3.7177,5
37.44,-122.15,7.2543,4
37.29,-120.46,2.3594,0
37.93,-122.54,5.5385,4
33.82,-118.26,3.6477,5
33.99,-117.35,2.6071,5
37.77,-122.21,4.0904,3
34.1,-117.68,2.8326,5
37.82,-122.22,13.499,2
33.72,-117.2,1.9912,5
34.08,-118.1,2.543,5
36.59,-121.95,5.8505,4
38.63,-121.29,3.3182,3
38.25,-122.64,3.8,3
39.15,-121.1,4.0333,3
37.43,-120.57,2.6758,0
33.8,-118.13,4.3438,1
37.67,-122.06,4.2733,4
33.69,-117.96,7.7313,1
37.36,-122.01,4.2061,4
37.67,-122.13,3.2434,3
36.2,-119.32,3.4231,0
37.8,-122.24,2.1348,3
35.33,-120.9,3.588,0
34.04,-118.49,8.0257,2
38.3,-122.3,2.6346,3
38.43,-121.44,4.9516,4
34.03,-117.19,6.4962,1
33.89,-117.88,3.0214,5
37.76,-122.41,1.9944,3
34.02,-118.34,3.1442,5
37.68,-120.98,3.1912,3
36.91,-119.46,3.9141,0
37.31,-121.94,3.7632,3
33.1,-117.29,5.1837,1
33.93,-118.11,3.2011,5
37.74,-122.16,3.4844,3
36.29,-119.11,2.6065,0
34.07,-118.44,2.0511,5
34.06,-118.56,7.3031,1
38.39,-122.7,2.0915,3
34.01,-118.08,3.4861,5
34.04,-117.75,3.125,5
33.63,-117.95,6.0,1
37.76,-122.43,2.8458,3
34.19,-118.34,2.6827,5
34.12,-117.99,2.5395,5
34.33,-118.48,6.0891,1
33.88,-118.36,2.7981,5
34.08,-118.24,4.9844,1
32.77,-117.05,2.8097,5
37.37,-122.02,4.2782,4
32.6,-117.06,1.7472,5
37.66,-121.87,5.7519,4
37.85,-122.29,2.5682,3
37.33,-121.92,5.2831,4
34.16,-118.39,5.1169,1
34.16,-118.29,3.7083,5
37.88,-122.28,4.1912,4
32.75,-117.18,5.392,1
38.54,-121.32,2.9693,3
33.84,-118.16,3.8646,5
36.22,-119.09,3.4306,0
34.0,-118.41,2.7153,5
32.82,-117.05,4.2312,1
34.02,-118.25,1.6302,5
38.61,-121.35,2.7788,3
33.96,-118.28,1.9348,5
33.84,-117.76,8.7124,2
33.88,-118.26,5.5591,1
38.39,-120.56,2.6667,3
33.6,-117.7,3.0461,5
33.72,-117.96,6.8645,1
37.42,-122.14,4.15,4
33.99,-118.47,3.015,5
36.97,-122.03,1.6923,3
37.53,-121.98,4.1947,4
33.78,-118.2,2.3305,5
34.15,-118.11,2.6172,5
34.14,-118.25,2.1602,5
33.89,-118.39,6.3434,1
33.7,-117.79,6.3298,1
33.8,-118.2,2.5012,5
37.75,-122.13,5.3602,4
33.68,-117.92,4.4732,1
35.44,-119.01,2.5806,0
38.47,-121.49,2.3496,3
34.82,-118.93,4.0332,1
38.71,-121.28,3.575,3
33.99,-117.95,6.7978,1
33.72,-118.03,5.162999999999999,1
34.0,-118.31,2.1116,5
37.92,-122.01,8.3956,4
38.53,-121.47,1.4625,3
34.27,-118.42,1.6295,5
32.66,-117.04,4.1442,1
33.88,-118.06,6.5901,1
37.63,-120.99,2.4792,3
33.98,-117.38,2.1528,5
39.41,-121.71,2.1728,3
34.13,-117.28,1.8281,5
37.33,-120.65,4.1058,4
33.16,-117.31,5.5956,1
37.96,-122.02,6.6727,4
33.9,-118.36,5.0452,1
36.84,-121.38,4.1875,4
33.89,-117.97,9.0683,2
37.81,-122.28,2.4083,3
33.2,-117.38,1.3903,5
37.8,-122.25,1.3929,3
38.29,-122.32,2.3787,3
33.99,-118.19,3.0114,5
33.8,-117.86,3.5172,5
33.75,-117.93,4.2219,1
33.84,-117.98,5.0747,1
34.45,-119.28,2.4595,0
34.26,-118.29,4.008,1
37.67,-122.07,3.875,3
37.99,-122.04,4.125,3
34.36,-119.7,4.7411,1
36.8,-119.81,3.5958,0
34.16,-118.46,3.4698,5
39.36,-123.1,1.746,3
34.15,-119.23,3.748,5
34.05,-117.68,2.5395,5
37.39,-120.71,2.6058,3
37.35,-121.84,2.6894,3
34.11,-118.33,8.2335,2
32.84,-117.27,3.2109,5
36.59,-119.62,4.0197,0
36.34,-119.31,1.4729,0
36.72,-119.87,2.0658,0
32.84,-117.27,6.1025,1
33.95,-118.25,1.1384,5
38.25,-122.01,4.6779,4
37.4,-121.86,6.1504,4
34.96,-120.57,2.1776,0
39.71,-121.78,2.125,3
37.96,-121.31,3.2260000000000004,3
36.77,-119.85,2.9315,0
34.14,-118.2,4.0909,1
37.71,-122.18,3.375,3
33.98,-118.29,1.3479,5
37.72,-122.46,4.0855,3
34.12,-118.11,10.6767,2
34.08,-118.14,2.9405,5
34.12,-118.34,4.2415,1
33.91,-118.32,4.5304,1
34.22,-118.64,6.8643,1
38.32,-122.31,3.285,3
32.71,-117.07,2.2454,5
37.8,-122.22,3.2632,3
33.74,-118.29,2.1473,5
34.18,-118.12,6.3467,1
38.49,-121.5,3.3689,3
33.69,-117.97,6.799,1
38.02,-121.94,2.7907,3
34.02,-117.87,6.4333,1
34.11,-117.63,4.2969,1
34.42,-119.67,2.5947,0
34.46,-117.34,3.1505,5
35.87,-119.27,1.63,0
33.87,-117.9,3.4338,5
37.58,-122.39,7.8997,4
33.81,-118.37,5.1271,1
38.63,-121.33,2.7181,3
34.1,-118.02,1.9688,5
39.72,-121.84,0.9566,3
34.23,-118.48,4.7583,1
38.65,-121.34,4.6,4
39.1,-121.57,1.8413,3
36.67,-121.66,3.1071,3
37.61,-121.62,5.7239,4
36.56,-119.62,1.8878,0
38.92,-119.98,3.15,3
38.55,-121.47,1.186,3
37.47,-119.95,1.5,0
34.06,-117.7,2.9107,5
38.26,-122.06,3.3839,3
32.75,-117.07,2.3148,5
32.75,-117.16,2.2687,5
32.72,-116.99,3.8295,5
37.54,-121.99,3.9444,3
33.02,-117.06,5.8966,1
34.1,-117.8,3.5603,5
37.24,-121.77,4.747,4
33.99,-118.45,6.0672,1
33.82,-118.3,2.6368,5
37.27,-121.94,3.662,3
37.63,-122.41,3.0,3
37.75,-122.46,4.5352,4
32.69,-117.08,3.6875,5
34.28,-118.44,1.7708,5
35.64,-117.68,5.2043,1
37.24,-122.08,11.3283,2
37.82,-122.23,8.7477,4
37.95,-121.29,0.696,3
39.14,-123.2,1.8042,3
33.93,-118.1,4.375,1
39.94,-122.17,2.2292,3
33.77,-117.82,7.0565,1
33.62,-117.69,6.4598,1
36.61,-121.91,3.2952,3
37.05,-120.84,5.3988,4
34.27,-118.75,5.5983,1
34.04,-118.32,2.532,5
33.04,-117.26,6.3525,1
33.84,-117.77,6.7274,1
33.74,-117.92,4.3882,1
38.7,-121.46,3.8611,3
33.97,-118.31,3.725,5
32.6,-117.06,2.7014,5
34.13,-119.05,5.0066,1
37.27,-121.91,5.0062,4
34.12,-117.17,5.4138,1
33.58,-117.69,10.3953,2
33.88,-118.08,3.2639,5
38.46,-121.43,4.0625,3
35.62,-117.7,3.5931,5
36.75,-119.8,1.3527,0
33.23,-117.27,4.1405,1
34.02,-118.4,2.4135,5
33.66,-117.67,4.7341,1
32.79,-115.56,1.3373,5
37.8,-122.42,4.2458,4
34.04,-118.16,3.1895,5
34.44,-119.73,4.8021,1
37.24,-121.84,6.7836,4
38.0,-122.26,4.2269,4
34.0,-117.69,2.5781,5
33.41,-117.19,4.0882,5
34.08,-118.26,2.3816,5
34.95,-120.44,2.2743,0
38.06,-122.56,5.0965,4
39.22,-121.04,2.25,3
39.02,-122.69,2.1094,3
37.34,-121.94,3.4233,3
36.78,-120.39,1.7184,0
33.86,-118.14,5.0,1
34.0,-117.84,6.8758,1
36.51,-121.45,1.775,0
37.68,-122.46,2.9413,3
39.13,-121.05,4.4375,4
33.86,-117.95,5.2099,1
33.71,-117.9,6.1966,1
37.82,-122.27,1.1108,3
34.04,-118.52,13.6842,2
34.44,-119.68,8.7394,2
37.29,-121.75,4.3365,4
40.78,-124.13,2.1101,3
38.57,-121.49,1.7155,3
33.19,-117.37,2.8819,5
34.12,-118.28,12.8763,2
32.73,-117.16,1.9203,5
33.77,-118.19,1.0714,5
37.73,-122.42,4.0781,3
37.96,-121.32,2.7656,3
34.94,-117.19,2.1522,5
37.74,-122.43,5.0196,4
33.83,-118.19,3.5871,5
38.33,-122.23,5.5368,4
34.15,-118.42,4.615,1
33.98,-118.06,2.9583,5
34.05,-117.75,2.1908,5
37.47,-122.22,3.3268,3
33.89,-117.56,2.3417,5
33.91,-117.47,2.2241,5
34.23,-118.49,5.2668,1
32.92,-117.18,5.196000000000001,1
34.09,-117.59,3.9755,5
36.99,-121.98,3.5943,3
33.94,-117.31,5.2713,1
33.78,-116.97,2.535,5
35.36,-119.03,1.9671,0
34.69,-120.37,4.7946,1
39.75,-121.85,1.8095,3
33.06,-117.34,4.3182,1
32.68,-117.02,5.7192,1
34.58,-118.08,4.1719,1
34.65,-118.19,3.9963,5
33.76,-117.79,11.0546,2
37.95,-122.35,3.6094,3
33.85,-118.05,6.1737,1
37.94,-120.29,3.05,3
34.22,-117.38,5.7628,1
34.17,-118.26,3.8576,5
37.74,-122.17,2.15,3
34.19,-118.65,5.2016,1
37.27,-121.93,4.1033,4
33.84,-118.14,4.933,1
34.17,-118.45,4.3333,1
34.04,-118.19,2.3015,5
37.35,-121.81,4.375,4
33.93,-118.13,3.1496,5
34.1,-118.03,4.4236,1
34.27,-118.79,4.5833,1
36.99,-121.94,4.2898,4
37.25,-121.89,6.0791,4
38.0,-121.35,3.675,3
37.47,-122.15,5.6407,4
36.82,-119.76,2.3375,0
37.7,-122.54,4.2472,4
34.06,-118.19,2.5132,5
37.31,-121.77,6.6455,4
38.51,-121.46,1.5735,3
33.95,-118.27,1.8814,5
34.12,-118.33,6.0352,1
33.67,-117.82,6.276,1
33.77,-118.28,2.9063,5
38.45,-121.83,2.3438,3
37.96,-121.3,1.125,3
32.75,-117.1,1.4828,5
38.57,-121.46,3.1583,3
38.0,-122.31,4.621,4
33.85,-118.18,3.6897,5
34.22,-118.87,6.2423,1
37.13,-121.93,5.7415,4
33.85,-117.74,6.9544,1
34.07,-118.09,3.2578,5
37.71,-122.06,4.635,4
38.95,-121.08,2.7463,3
37.73,-122.17,2.1587,3
34.21,-118.13,6.1824,1
34.09,-118.07,2.5474,5
39.15,-120.87,2.8603,3
38.56,-121.41,5.1385,4
34.06,-118.27,1.4904,5
38.97,-123.1,2.5761,3
33.8,-117.85,4.3269,1
37.79,-122.42,2.1343,3
37.44,-121.31,0.536,3
37.78,-121.23,4.8229,4
37.68,-122.18,5.4858,4
33.25,-117.31,2.8558,5
33.94,-118.31,2.7401,5
33.51,-117.64,7.2648,1
34.09,-118.37,5.5224,1
37.66,-122.13,4.3456,4
33.57,-117.92,7.2988,1
34.02,-118.19,2.3438,5
34.02,-118.08,2.9321,5
37.93,-122.35,1.7257,3
32.82,-117.25,9.5245,2
33.93,-118.04,3.1979,5
33.6,-117.66,7.5488,1
37.32,-121.88,2.6607,3
33.98,-118.24,3.0724,5
37.36,-121.98,4.6719,4
37.8,-122.23,2.25,3
37.68,-122.4,4.1146,4
35.27,-118.91,2.0921,0
34.15,-118.45,4.1727,1
36.81,-119.76,1.2716,0
37.66,-122.44,4.7639,4
37.55,-122.24,6.7413,4
38.57,-122.94,5.1005,4
35.4,-119.0,4.3906,1
33.65,-116.26,10.2948,2
39.16,-123.2,1.7929,3
34.09,-118.36,2.0702,5
34.18,-118.04,5.2865,1
38.76,-120.76,2.6392,3
34.13,-117.78,5.8819,1
38.56,-121.35,4.5066,4
37.76,-122.4,4.4074,4
38.57,-121.43,3.5893,3
32.78,-117.25,2.7857,5
37.99,-120.26,3.5,3
33.49,-115.84,2.0347,5
37.26,-122.02,8.0331,4
37.78,-122.27,3.7708,3
32.83,-117.2,2.8472,5
37.87,-122.29,2.525,3
37.63,-120.97,1.7054,3
32.95,-117.18,6.3237,1
34.1,-118.12,4.2344,1
34.17,-118.36,2.5234,5
32.79,-117.04,6.7196,1
38.55,-121.43,2.7333,3
33.64,-117.9,5.0532,1
32.78,-117.24,4.1742,1
38.56,-121.48,2.8542,3
37.99,-121.67,4.375,4
34.14,-118.1,3.6572,5
38.35,-121.96,4.0938,3
37.36,-121.91,3.2153,3
34.04,-118.06,2.6288,5
34.2,-118.13,5.6629,1
32.84,-117.18,3.5606,5
34.17,-118.39,3.1929,5
36.96,-122.04,4.1964,4
34.51,-118.07,4.8667,1
37.35,-121.94,3.1667,3
34.07,-117.39,3.8558,5
34.04,-118.46,3.2663,5
32.8,-116.96,1.8357,5
34.04,-118.44,3.0714,5
34.14,-118.85,8.7657,2
39.08,-121.56,1.4934,3
37.33,-121.84,3.6765,3
37.74,-121.96,15.0001,2
37.78,-122.47,3.5221,3
33.91,-117.48,4.2207,1
33.89,-118.33,4.1953,1
35.76,-120.7,2.2165,0
34.04,-118.2,2.07,5
38.43,-122.67,4.5588,4
33.74,-117.88,2.8077,5
37.73,-121.13,3.3158,3
38.55,-121.39,3.5278,3
36.21,-119.09,1.8828,0
37.73,-121.93,6.2048,4
36.21,-119.1,2.4653,0
34.12,-118.17,4.2944,1
41.13,-124.06,2.4708,3
36.14,-121.62,3.2375,0
33.72,-118.3,3.4474,5
37.96,-121.35,5.8995,4
37.79,-122.42,2.565,3
38.27,-122.52,5.2155,4
36.43,-119.1,2.6711,0
38.01,-121.81,2.2361,3
40.78,-124.16,3.8,3
33.96,-117.32,3.7585,5
37.62,-121.01,2.0885,3
36.6,-119.81,2.4006,0
36.32,-119.34,3.925,0
38.59,-121.31,3.1711,3
33.8,-118.31,3.125,5
38.69,-121.34,3.7031,3
33.95,-118.24,1.4792,5
33.48,-116.89,2.8071,5
37.89,-122.49,6.0238,4
34.14,-117.85,6.1049,1
32.73,-117.09,2.8942,5
34.16,-118.98,5.7676,1
38.53,-121.42,2.8298,3
37.29,-121.92,6.5858,4
34.14,-118.21,3.2222,5
32.83,-117.09,4.8419,1
34.15,-118.27,3.008,5
36.9,-121.71,4.6125,4
34.24,-118.5,5.9401,1
34.13,-116.98,4.0333,5
32.86,-116.88,5.0733,1
33.92,-118.16,4.4881,1
34.1,-118.29,2.7054,5
33.81,-118.0,3.5268,5
38.62,-121.35,3.4299,3
34.0,-117.38,3.3687,5
39.66,-123.58,2.2429,3
34.16,-118.42,0.536,5
37.99,-122.47,7.494,4
37.64,-121.02,2.1036,3
37.78,-122.42,2.3304,3
34.24,-116.94,1.998,5
33.89,-117.83,4.625,1
36.42,-119.35,2.7969,0
34.27,-118.35,6.2037,1
33.9,-118.02,5.5601,1
34.19,-118.52,2.9511,5
37.68,-121.01,5.5,4
34.16,-116.44,2.8929,5
32.77,-117.2,2.8621,5
37.42,-121.87,5.6965,4
33.87,-118.4,5.0976,1
33.79,-118.16,2.4,5
35.74,-119.23,2.033,0
33.79,-118.29,2.0,5
37.38,-122.04,4.2028,4
33.87,-118.38,4.9821,1
38.64,-121.37,3.6786,3
33.9,-118.34,4.7426,1
33.99,-117.87,4.9271,1
34.18,-118.64,5.1641,1
33.81,-117.02,2.3,5
33.92,-118.25,4.1042,1
37.9,-121.28,0.9614,3
33.71,-117.77,5.5631,1
34.04,-118.48,8.9616,2
34.19,-118.47,3.892,5
32.63,-117.04,5.1354,1
33.89,-118.39,7.3356,1
33.9,-118.19,1.9952,5
39.1,-121.83,3.2917,3
37.62,-120.87,4.8958,4
37.81,-122.24,6.0302,4
33.85,-117.92,2.3704,5
37.79,-122.24,2.1638,3
34.24,-118.54,3.0977,5
36.61,-120.19,2.293,0
37.02,-121.57,2.9417,3
37.76,-122.47,2.8711,3
38.59,-121.35,5.3243,4
38.39,-122.8,2.9453,3
37.67,-121.02,2.6722,3
33.86,-117.99,3.4167,5
37.37,-122.11,10.3329,2
34.28,-118.77,5.3681,1
37.28,-120.47,1.7756,0
37.96,-121.26,2.5234,3
32.7,-117.13,0.8991,5
33.98,-118.2,2.0,5
38.77,-122.85,4.6953,4
34.81,-118.95,3.1364,5
37.34,-122.02,5.7881,4
33.92,-117.28,2.1574,5
32.7,-117.08,2.4135,5
33.01,-117.04,8.4721,2
32.95,-117.24,5.9547,1
38.27,-122.49,3.5625,3
34.5,-117.27,6.0296,1
38.0,-121.35,3.4231,3
33.76,-118.3,5.7764,1
33.71,-117.87,4.9148,1
37.31,-120.44,5.2662,4
33.67,-117.31,3.1832,5
36.62,-121.92,3.7614,3
33.13,-117.05,5.2323,1
34.22,-118.44,3.8083,5
37.88,-122.28,4.1429,3
32.78,-117.2,4.0057,5
33.61,-117.91,11.075,2
36.91,-121.75,2.8056,3
37.08,-120.85,4.1779,4
36.98,-121.99,4.6484,4
37.61,-120.95,4.6833,4
33.47,-117.7,3.5915,5
37.35,-121.89,3.2599,3
36.76,-119.63,4.925,0
37.7,-122.17,4.0,3
32.77,-117.19,3.8571,5
33.7,-117.78,5.409,1
32.56,-117.06,1.7958,5
38.55,-121.76,2.065,3
34.29,-119.27,5.3254,1
35.41,-119.02,1.3222,0
33.98,-117.35,1.6943,5
36.21,-121.13,3.4821,0
33.04,-117.06,5.7382,1
37.37,-118.39,1.8325,0
37.9,-122.3,3.5125,3
36.72,-121.64,4.1742,4
34.08,-118.08,3.9219,5
33.69,-117.87,3.7174,5
39.15,-121.59,1.6652,3
38.16,-121.14,3.5774,3
38.02,-121.89,3.3371,3
33.97,-118.15,2.4263,5
37.75,-122.41,2.4531,3
32.74,-116.99,3.1771,5
37.52,-121.97,4.5317,4
36.97,-121.94,2.5172,3
38.61,-121.28,2.4722,3
34.09,-117.9,4.3409,1
37.95,-121.96,4.1483,3
33.75,-116.25,2.025,5
34.02,-118.15,2.8239,5
34.08,-118.43,15.0001,2
34.09,-118.17,3.3977,5
33.68,-117.78,6.0634,1
38.15,-122.25,3.7014,3
